train_id,station,station_code,line,arrival_time,stop_number,delay_minutes
WR_002,Vangaon,VGN,Western,06:52,36,2
WR_002,Dahanu Road,DRD,Western,07:05,37,3
WR_003,Churchgate,CCG,Western,04:20,1,1
WR_003,Marine Lines,MEL,Western,04:23,2,0
WR_003,Charni Road,CYR,Western,04:25,3,1
WR_003,Grant Road,GTR,Western,04:28,4,0
WR_003,Mumbai Central,MMCT,Western,04:30,5,1
WR_003,Mahalakshmi,MX,Western,04:33,6,1
WR_003,Lower Parel,PL,Western,04:36,7,1
WR_003,Prabhadevi,PBHD,Western,04:39,8,1
WR_003,Dadar,D/DR/DDR,Western,04:41,9,3
WR_003,Matunga Road,MRU,Western,04:43,10,0
WR_003,Mahim Jn,MM,Western,04:46,11,0
WR_003,Bandra,B/BA,Western,04:50,12,4
WR_003,Khar Road,KHAR,Western,04:53,13,0
WR_003,Santacruz,STC,Western,04:55,14,1
WR_003,Vile Parle,VLP,Western,04:58,15,0
WR_003,Andheri,A/AD/ADH,Western,05:03,16,5
WR_003,Jogeshwari,JOS,Western,05:06,17,1
WR_003,Ram Mandir,RMAR,Western,05:09,18,3
WR_003,Goregaon,GMN,Western,05:11,19,1
WR_003,Malad,MDD,Western,05:15,20,1
WR_003,Kandivali,KLE,Western,05:18,21,3
WR_003,Borivali,BO/BVI,Western,05:24,22,8
WR_003,Dahisar,DIC,Western,05:29,23,3
WR_003,Mira Road,MIRA,Western,05:34,24,1
WR_003,Bhayander,BY,Western,05:39,25,1
WR_003,Naigaon,NIG,Western,05:45,26,1
WR_003,Vasai Road,BSR/BS,Western,05:50,27,1
WR_003,Nalla Sopara,NSP,Western,05:55,28,1
WR_003,Virar,VR,Western,06:01,29,2
WR_003,Vaitarna,VTN,Western,06:10,30,1
WR_003,Saphale,SAH,Western,06:18,31,3
WR_003,Kelve Road,KLV,Western,06:26,32,1
WR_003,Palghar,PLG,Western,06:41,33,1
WR_003,Umroli Road,UOI,Western,06:47,34,2
WR_003,Boisar,BOR,Western,06:53,35,2
WR_003,Vangaon,VGN,Western,07:02,36,1
WR_003,Dahanu Road,DRD,Western,07:15,37,2
WR_004,Churchgate,CCG,Western,04:30,1,1
WR_004,Marine Lines,MEL,Western,04:33,2,1
WR_004,Charni Road,CYR,Western,04:35,3,0
WR_004,Grant Road,GTR,Western,04:38,4,1
WR_004,Mumbai Central,MMCT,Western,04:40,5,1
WR_004,Mahalakshmi,MX,Western,04:43,6,0
WR_004,Lower Parel,PL,Western,04:46,7,0
WR_004,Prabhadevi,PBHD,Western,04:49,8,0
WR_004,Dadar,D/DR/DDR,Western,04:51,9,4
WR_004,Matunga Road,MRU,Western,04:53,10,0
WR_004,Mahim Jn,MM,Western,04:56,11,0
WR_004,Bandra,B/BA,Western,05:00,12,4
WR_004,Khar Road,KHAR,Western,05:03,13,1
WR_004,Santacruz,STC,Western,05:05,14,3
WR_004,Vile Parle,VLP,Western,05:08,15,3
WR_004,Andheri,A/AD/ADH,Western,05:13,16,8
WR_004,Jogeshwari,JOS,Western,05:16,17,2
WR_004,Ram Mandir,RMAR,Western,05:19,18,1
WR_004,Goregaon,GMN,Western,05:21,19,2
WR_004,Malad,MDD,Western,05:25,20,3
WR_004,Kandivali,KLE,Western,05:28,21,2
WR_004,Borivali,BO/BVI,Western,05:34,22,4
WR_004,Dahisar,DIC,Western,05:39,23,2
WR_004,Mira Road,MIRA,Western,05:44,24,3
WR_004,Bhayander,BY,Western,05:49,25,2
WR_004,Naigaon,NIG,Western,05:55,26,3
WR_004,Vasai Road,BSR/BS,Western,06:00,27,3
WR_004,Nalla Sopara,NSP,Western,06:05,28,3
WR_004,Virar,VR,Western,06:11,29,1
WR_004,Vaitarna,VTN,Western,06:20,30,3
WR_004,Saphale,SAH,Western,06:28,31,3
WR_004,Kelve Road,KLV,Western,06:36,32,2
WR_004,Palghar,PLG,Western,06:51,33,3
WR_004,Umroli Road,UOI,Western,06:57,34,3
WR_004,Boisar,BOR,Western,07:03,35,3
WR_004,Vangaon,VGN,Western,07:12,36,2
WR_004,Dahanu Road,DRD,Western,07:25,37,2
WR_005,Churchgate,CCG,Western,04:40,1,0
WR_005,Marine Lines,MEL,Western,04:43,2,1
WR_005,Charni Road,CYR,Western,04:45,3,0
WR_005,Grant Road,GTR,Western,04:48,4,0
WR_005,Mumbai Central,MMCT,Western,04:50,5,0
WR_005,Mahalakshmi,MX,Western,04:53,6,1
WR_005,Lower Parel,PL,Western,04:56,7,1
WR_005,Prabhadevi,PBHD,Western,04:59,8,0
WR_005,Dadar,D/DR/DDR,Western,05:01,9,5
WR_005,Matunga Road,MRU,Western,05:03,10,2
WR_005,Mahim Jn,MM,Western,05:06,11,1
WR_005,Bandra,B/BA,Western,05:10,12,4
WR_005,Khar Road,KHAR,Western,05:13,13,2
WR_005,Santacruz,STC,Western,05:15,14,1
WR_005,Vile Parle,VLP,Western,05:18,15,1
WR_005,Andheri,A/AD/ADH,Western,05:23,16,5
WR_005,Jogeshwari,JOS,Western,05:26,17,3
WR_005,Ram Mandir,RMAR,Western,05:29,18,1
WR_005,Goregaon,GMN,Western,05:31,19,2
WR_005,Malad,MDD,Western,05:35,20,3
WR_005,Kandivali,KLE,Western,05:38,21,3
WR_005,Borivali,BO/BVI,Western,05:44,22,7
WR_005,Dahisar,DIC,Western,05:49,23,2
WR_005,Mira Road,MIRA,Western,05:54,24,1
WR_005,Bhayander,BY,Western,05:59,25,3
WR_005,Naigaon,NIG,Western,06:05,26,1
WR_005,Vasai Road,BSR/BS,Western,06:10,27,3
WR_005,Nalla Sopara,NSP,Western,06:15,28,3
WR_005,Virar,VR,Western,06:21,29,2
WR_005,Vaitarna,VTN,Western,06:30,30,3
WR_005,Saphale,SAH,Western,06:38,31,1
WR_005,Kelve Road,KLV,Western,06:46,32,2
WR_005,Palghar,PLG,Western,07:01,33,3
WR_005,Umroli Road,UOI,Western,07:07,34,1
WR_005,Boisar,BOR,Western,07:13,35,2
WR_005,Vangaon,VGN,Western,07:22,36,2
WR_005,Dahanu Road,DRD,Western,07:35,37,1
WR_006,Churchgate,CCG,Western,04:50,1,0
WR_006,Marine Lines,MEL,Western,04:53,2,1
WR_006,Charni Road,CYR,Western,04:55,3,0
WR_006,Grant Road,GTR,Western,04:58,4,0
WR_006,Mumbai Central,MMCT,Western,05:00,5,1
WR_006,Mahalakshmi,MX,Western,05:03,6,2
WR_006,Lower Parel,PL,Western,05:06,7,3
WR_006,Prabhadevi,PBHD,Western,05:09,8,1
WR_006,Dadar,D/DR/DDR,Western,05:11,9,7
WR_006,Matunga Road,MRU,Western,05:13,10,2
WR_006,Mahim Jn,MM,Western,05:16,11,3
WR_006,Bandra,B/BA,Western,05:20,12,7
WR_006,Khar Road,KHAR,Western,05:23,13,2
WR_006,Santacruz,STC,Western,05:25,14,2
WR_006,Vile Parle,VLP,Western,05:28,15,3
WR_006,Andheri,A/AD/ADH,Western,05:33,16,6
WR_006,Jogeshwari,JOS,Western,05:36,17,1
WR_006,Ram Mandir,RMAR,Western,05:39,18,1
WR_006,Goregaon,GMN,Western,05:41,19,3
WR_006,Malad,MDD,Western,05:45,20,3
WR_006,Kandivali,KLE,Western,05:48,21,3
WR_006,Borivali,BO/BVI,Western,05:54,22,8
WR_006,Dahisar,DIC,Western,05:59,23,2
WR_006,Mira Road,MIRA,Western,06:04,24,3
WR_006,Bhayander,BY,Western,06:09,25,3
WR_006,Naigaon,NIG,Western,06:15,26,3
WR_006,Vasai Road,BSR/BS,Western,06:20,27,2
WR_006,Nalla Sopara,NSP,Western,06:25,28,2
WR_006,Virar,VR,Western,06:31,29,3
WR_006,Vaitarna,VTN,Western,06:40,30,2
WR_006,Saphale,SAH,Western,06:48,31,3
WR_006,Kelve Road,KLV,Western,06:56,32,2
WR_006,Palghar,PLG,Western,07:11,33,2
WR_006,Umroli Road,UOI,Western,07:17,34,2
WR_006,Boisar,BOR,Western,07:23,35,2
WR_006,Vangaon,VGN,Western,07:32,36,1
WR_006,Dahanu Road,DRD,Western,07:45,37,2
WR_007,Churchgate,CCG,Western,05:00,1,3
WR_007,Marine Lines,MEL,Western,05:03,2,2
WR_007,Charni Road,CYR,Western,05:05,3,1
WR_007,Grant Road,GTR,Western,05:08,4,3
WR_007,Mumbai Central,MMCT,Western,05:10,5,1
WR_007,Mahalakshmi,MX,Western,05:13,6,3
WR_007,Lower Parel,PL,Western,05:16,7,2
WR_007,Prabhadevi,PBHD,Western,05:19,8,2
WR_007,Dadar,D/DR/DDR,Western,05:21,9,5
WR_007,Matunga Road,MRU,Western,05:23,10,1
WR_007,Mahim Jn,MM,Western,05:26,11,3
WR_007,Bandra,B/BA,Western,05:30,12,5
WR_007,Khar Road,KHAR,Western,05:33,13,1
WR_007,Santacruz,STC,Western,05:35,14,2
WR_007,Vile Parle,VLP,Western,05:38,15,3
WR_007,Andheri,A/AD/ADH,Western,05:43,16,4
WR_007,Jogeshwari,JOS,Western,05:46,17,2
WR_007,Ram Mandir,RMAR,Western,05:49,18,3
WR_007,Goregaon,GMN,Western,05:51,19,3
WR_007,Malad,MDD,Western,05:55,20,1
WR_007,Kandivali,KLE,Western,05:58,21,3
WR_007,Borivali,BO/BVI,Western,06:04,22,5
WR_007,Dahisar,DIC,Western,06:09,23,1
WR_007,Mira Road,MIRA,Western,06:14,24,2
WR_007,Bhayander,BY,Western,06:19,25,1
WR_007,Naigaon,NIG,Western,06:25,26,2
WR_007,Vasai Road,BSR/BS,Western,06:30,27,3
WR_007,Nalla Sopara,NSP,Western,06:35,28,2
WR_007,Virar,VR,Western,06:41,29,1
WR_007,Vaitarna,VTN,Western,06:50,30,1
WR_007,Saphale,SAH,Western,06:58,31,1
WR_007,Kelve Road,KLV,Western,07:06,32,2
WR_007,Palghar,PLG,Western,07:21,33,3
WR_007,Umroli Road,UOI,Western,07:27,34,3
WR_007,Boisar,BOR,Western,07:33,35,1
WR_007,Vangaon,VGN,Western,07:42,36,1
WR_007,Dahanu Road,DRD,Western,07:55,37,1
WR_008,Churchgate,CCG,Western,05:10,1,3
WR_008,Marine Lines,MEL,Western,05:13,2,3
WR_008,Charni Road,CYR,Western,05:15,3,1
WR_008,Grant Road,GTR,Western,05:18,4,3
WR_008,Mumbai Central,MMCT,Western,05:20,5,1
WR_008,Mahalakshmi,MX,Western,05:23,6,2
WR_008,Lower Parel,PL,Western,05:26,7,1
WR_008,Prabhadevi,PBHD,Western,05:29,8,1
WR_008,Dadar,D/DR/DDR,Western,05:31,9,3
WR_008,Matunga Road,MRU,Western,05:33,10,2
WR_008,Mahim Jn,MM,Western,05:36,11,2
WR_008,Bandra,B/BA,Western,05:40,12,6
WR_008,Khar Road,KHAR,Western,05:43,13,3
WR_008,Santacruz,STC,Western,05:45,14,1
WR_008,Vile Parle,VLP,Western,05:48,15,1
WR_008,Andheri,A/AD/ADH,Western,05:53,16,3
WR_008,Jogeshwari,JOS,Western,05:56,17,2
WR_008,Ram Mandir,RMAR,Western,05:59,18,1
WR_008,Goregaon,GMN,Western,06:01,19,2
WR_008,Malad,MDD,Western,06:05,20,2
WR_008,Kandivali,KLE,Western,06:08,21,1
WR_008,Borivali,BO/BVI,Western,06:14,22,4
WR_008,Dahisar,DIC,Western,06:19,23,3
WR_008,Mira Road,MIRA,Western,06:24,24,3
WR_008,Bhayander,BY,Western,06:29,25,1
WR_008,Naigaon,NIG,Western,06:35,26,2
WR_008,Vasai Road,BSR/BS,Western,06:40,27,1
WR_008,Nalla Sopara,NSP,Western,06:45,28,2
WR_008,Virar,VR,Western,06:51,29,2
WR_008,Vaitarna,VTN,Western,07:00,30,2
WR_008,Saphale,SAH,Western,07:08,31,3
WR_008,Kelve Road,KLV,Western,07:16,32,3
WR_008,Palghar,PLG,Western,07:31,33,1
WR_008,Umroli Road,UOI,Western,07:37,34,2
WR_008,Boisar,BOR,Western,07:43,35,2
WR_008,Vangaon,VGN,Western,07:52,36,1
WR_008,Dahanu Road,DRD,Western,08:05,37,10
WR_009,Churchgate,CCG,Western,05:20,1,1
WR_009,Marine Lines,MEL,Western,05:23,2,1
WR_009,Charni Road,CYR,Western,05:25,3,1
WR_009,Grant Road,GTR,Western,05:28,4,1
WR_009,Mumbai Central,MMCT,Western,05:30,5,2
WR_009,Mahalakshmi,MX,Western,05:33,6,3
WR_009,Lower Parel,PL,Western,05:36,7,3
WR_009,Prabhadevi,PBHD,Western,05:39,8,3
WR_009,Dadar,D/DR/DDR,Western,05:41,9,7
WR_009,Matunga Road,MRU,Western,05:43,10,1
WR_009,Mahim Jn,MM,Western,05:46,11,3
WR_009,Bandra,B/BA,Western,05:50,12,6
WR_009,Khar Road,KHAR,Western,05:53,13,2
WR_009,Santacruz,STC,Western,05:55,14,3
WR_009,Vile Parle,VLP,Western,05:58,15,3
WR_009,Andheri,A/AD/ADH,Western,06:03,16,3
WR_009,Jogeshwari,JOS,Western,06:06,17,2
WR_009,Ram Mandir,RMAR,Western,06:09,18,1
WR_009,Goregaon,GMN,Western,06:11,19,3
WR_009,Malad,MDD,Western,06:15,20,3
WR_009,Kandivali,KLE,Western,06:18,21,3
WR_009,Borivali,BO/BVI,Western,06:24,22,7
WR_009,Dahisar,DIC,Western,06:29,23,1
WR_009,Mira Road,MIRA,Western,06:34,24,3
WR_009,Bhayander,BY,Western,06:39,25,2
WR_009,Naigaon,NIG,Western,06:45,26,2
WR_009,Vasai Road,BSR/BS,Western,06:50,27,1
WR_009,Nalla Sopara,NSP,Western,06:55,28,1
WR_009,Virar,VR,Western,07:01,29,1
WR_009,Vaitarna,VTN,Western,07:10,30,1
WR_009,Saphale,SAH,Western,07:18,31,1
WR_009,Kelve Road,KLV,Western,07:26,32,1
WR_009,Palghar,PLG,Western,07:41,33,1
WR_009,Umroli Road,UOI,Western,07:47,34,3
WR_009,Boisar,BOR,Western,07:53,35,1
WR_009,Vangaon,VGN,Western,08:02,36,10
WR_009,Dahanu Road,DRD,Western,08:15,37,6
WR_010,Churchgate,CCG,Western,05:30,1,2
WR_010,Marine Lines,MEL,Western,05:33,2,2
WR_010,Charni Road,CYR,Western,05:35,3,2
WR_010,Grant Road,GTR,Western,05:38,4,1
WR_010,Mumbai Central,MMCT,Western,05:40,5,3
WR_010,Mahalakshmi,MX,Western,05:43,6,1
WR_010,Lower Parel,PL,Western,05:46,7,3
WR_010,Prabhadevi,PBHD,Western,05:49,8,1
WR_010,Dadar,D/DR/DDR,Western,05:51,9,4
WR_010,Matunga Road,MRU,Western,05:53,10,2
WR_010,Mahim Jn,MM,Western,05:56,11,3
WR_010,Bandra,B/BA,Western,06:00,12,5
WR_010,Khar Road,KHAR,Western,06:03,13,3
WR_010,Santacruz,STC,Western,06:05,14,3
WR_010,Vile Parle,VLP,Western,06:08,15,3
WR_010,Andheri,A/AD/ADH,Western,06:13,16,6
WR_010,Jogeshwari,JOS,Western,06:16,17,3
WR_010,Ram Mandir,RMAR,Western,06:19,18,3
WR_010,Goregaon,GMN,Western,06:21,19,3
WR_010,Malad,MDD,Western,06:25,20,2
WR_010,Kandivali,KLE,Western,06:28,21,3
WR_010,Borivali,BO/BVI,Western,06:34,22,3
WR_010,Dahisar,DIC,Western,06:39,23,1
WR_010,Mira Road,MIRA,Western,06:44,24,2
WR_010,Bhayander,BY,Western,06:49,25,2
WR_010,Naigaon,NIG,Western,06:55,26,3
WR_010,Vasai Road,BSR/BS,Western,07:00,27,3
WR_010,Nalla Sopara,NSP,Western,07:05,28,2
WR_010,Virar,VR,Western,07:11,29,3
WR_010,Vaitarna,VTN,Western,07:20,30,2
WR_010,Saphale,SAH,Western,07:28,31,3
WR_010,Kelve Road,KLV,Western,07:36,32,1
WR_010,Palghar,PLG,Western,07:51,33,2
WR_010,Umroli Road,UOI,Western,07:57,34,1
WR_010,Boisar,BOR,Western,08:03,35,9
WR_010,Vangaon,VGN,Western,08:12,36,6
WR_010,Dahanu Road,DRD,Western,08:25,37,9
WR_011,Churchgate,CCG,Western,05:40,1,3
WR_011,Marine Lines,MEL,Western,05:43,2,1
WR_011,Charni Road,CYR,Western,05:45,3,2
WR_011,Grant Road,GTR,Western,05:48,4,3
WR_011,Mumbai Central,MMCT,Western,05:50,5,2
WR_011,Mahalakshmi,MX,Western,05:53,6,3
WR_011,Lower Parel,PL,Western,05:56,7,2
WR_011,Prabhadevi,PBHD,Western,05:59,8,1
WR_011,Dadar,D/DR/DDR,Western,06:01,9,8
WR_011,Matunga Road,MRU,Western,06:03,10,1
WR_011,Mahim Jn,MM,Western,06:06,11,3
WR_011,Bandra,B/BA,Western,06:10,12,8
WR_011,Khar Road,KHAR,Western,06:13,13,1
WR_011,Santacruz,STC,Western,06:15,14,3
WR_011,Vile Parle,VLP,Western,06:18,15,3
WR_011,Andheri,A/AD/ADH,Western,06:23,16,6
WR_011,Jogeshwari,JOS,Western,06:26,17,2
WR_011,Ram Mandir,RMAR,Western,06:29,18,1
WR_011,Goregaon,GMN,Western,06:31,19,2
WR_011,Malad,MDD,Western,06:35,20,1
WR_011,Kandivali,KLE,Western,06:38,21,2
WR_011,Borivali,BO/BVI,Western,06:44,22,8
WR_011,Dahisar,DIC,Western,06:49,23,3
WR_011,Mira Road,MIRA,Western,06:54,24,1
WR_011,Bhayander,BY,Western,06:59,25,3
WR_011,Naigaon,NIG,Western,07:05,26,3
WR_011,Vasai Road,BSR/BS,Western,07:10,27,1
WR_011,Nalla Sopara,NSP,Western,07:15,28,2
WR_011,Virar,VR,Western,07:21,29,1
WR_011,Vaitarna,VTN,Western,07:30,30,3
WR_011,Saphale,SAH,Western,07:38,31,1
WR_011,Kelve Road,KLV,Western,07:46,32,3
WR_011,Palghar,PLG,Western,08:01,33,10
WR_011,Umroli Road,UOI,Western,08:07,34,12
WR_011,Boisar,BOR,Western,08:13,35,14
WR_011,Vangaon,VGN,Western,08:22,36,5
WR_011,Dahanu Road,DRD,Western,08:35,37,6
WR_012,Churchgate,CCG,Western,05:50,1,2
WR_012,Marine Lines,MEL,Western,05:53,2,1
WR_012,Charni Road,CYR,Western,05:55,3,3
WR_012,Grant Road,GTR,Western,05:58,4,3
WR_012,Mumbai Central,MMCT,Western,06:00,5,1
WR_012,Mahalakshmi,MX,Western,06:03,6,2
WR_012,Lower Parel,PL,Western,06:06,7,1
WR_012,Prabhadevi,PBHD,Western,06:09,8,1
WR_012,Dadar,D/DR/DDR,Western,06:11,9,5
WR_012,Matunga Road,MRU,Western,06:13,10,1
WR_012,Mahim Jn,MM,Western,06:16,11,1
WR_012,Bandra,B/BA,Western,06:20,12,5
WR_012,Khar Road,KHAR,Western,06:23,13,1
WR_012,Santacruz,STC,Western,06:25,14,3
WR_012,Vile Parle,VLP,Western,06:28,15,3
WR_012,Andheri,A/AD/ADH,Western,06:33,16,5
WR_012,Jogeshwari,JOS,Western,06:36,17,2
WR_012,Ram Mandir,RMAR,Western,06:39,18,1
WR_012,Goregaon,GMN,Western,06:41,19,2
WR_012,Malad,MDD,Western,06:45,20,1
WR_012,Kandivali,KLE,Western,06:48,21,2
WR_012,Borivali,BO/BVI,Western,06:54,22,5
WR_012,Dahisar,DIC,Western,06:59,23,1
WR_012,Mira Road,MIRA,Western,07:04,24,3
WR_012,Bhayander,BY,Western,07:09,25,3
WR_012,Naigaon,NIG,Western,07:15,26,3
WR_012,Vasai Road,BSR/BS,Western,07:20,27,1
WR_012,Nalla Sopara,NSP,Western,07:25,28,3
WR_012,Virar,VR,Western,07:31,29,3
WR_012,Vaitarna,VTN,Western,07:40,30,3
WR_012,Saphale,SAH,Western,07:48,31,3
WR_012,Kelve Road,KLV,Western,07:56,32,3
WR_012,Palghar,PLG,Western,08:11,33,11
WR_012,Umroli Road,UOI,Western,08:17,34,8
WR_012,Boisar,BOR,Western,08:23,35,9
WR_012,Vangaon,VGN,Western,08:32,36,11
WR_012,Dahanu Road,DRD,Western,08:45,37,10
WR_013,Churchgate,CCG,Western,06:00,1,1
WR_013,Marine Lines,MEL,Western,06:03,2,3
WR_013,Charni Road,CYR,Western,06:05,3,2
WR_013,Grant Road,GTR,Western,06:08,4,3
WR_013,Mumbai Central,MMCT,Western,06:10,5,2
WR_013,Mahalakshmi,MX,Western,06:13,6,1
WR_013,Lower Parel,PL,Western,06:16,7,2
WR_013,Prabhadevi,PBHD,Western,06:19,8,2
WR_013,Dadar,D/DR/DDR,Western,06:21,9,4
WR_013,Matunga Road,MRU,Western,06:23,10,2
WR_013,Mahim Jn,MM,Western,06:26,11,1
WR_013,Bandra,B/BA,Western,06:30,12,6
WR_013,Khar Road,KHAR,Western,06:33,13,2
WR_013,Santacruz,STC,Western,06:35,14,3
WR_013,Vile Parle,VLP,Western,06:38,15,3
WR_013,Andheri,A/AD/ADH,Western,06:43,16,4
WR_013,Jogeshwari,JOS,Western,06:46,17,3
WR_013,Ram Mandir,RMAR,Western,06:49,18,2
WR_013,Goregaon,GMN,Western,06:51,19,3
WR_013,Malad,MDD,Western,06:55,20,1
WR_013,Kandivali,KLE,Western,06:58,21,3
WR_013,Borivali,BO/BVI,Western,07:04,22,7
WR_013,Dahisar,DIC,Western,07:09,23,3
WR_013,Mira Road,MIRA,Western,07:14,24,3
WR_013,Bhayander,BY,Western,07:19,25,2
WR_013,Naigaon,NIG,Western,07:25,26,1
WR_013,Vasai Road,BSR/BS,Western,07:30,27,3
WR_013,Nalla Sopara,NSP,Western,07:35,28,3
WR_013,Virar,VR,Western,07:41,29,2
WR_013,Vaitarna,VTN,Western,07:50,30,3
WR_013,Saphale,SAH,Western,07:58,31,3
WR_013,Kelve Road,KLV,Western,08:06,32,5
WR_013,Palghar,PLG,Western,08:21,33,11
WR_013,Umroli Road,UOI,Western,08:27,34,7
WR_013,Boisar,BOR,Western,08:33,35,9
WR_013,Vangaon,VGN,Western,08:42,36,6
WR_013,Dahanu Road,DRD,Western,08:55,37,7
WR_014,Churchgate,CCG,Western,06:10,1,2
WR_014,Marine Lines,MEL,Western,06:13,2,1
WR_014,Charni Road,CYR,Western,06:15,3,2
WR_014,Grant Road,GTR,Western,06:18,4,3
WR_014,Mumbai Central,MMCT,Western,06:20,5,1
WR_014,Mahalakshmi,MX,Western,06:23,6,1
WR_014,Lower Parel,PL,Western,06:26,7,2
WR_014,Prabhadevi,PBHD,Western,06:29,8,2
WR_014,Dadar,D/DR/DDR,Western,06:31,9,5
WR_014,Matunga Road,MRU,Western,06:33,10,1
WR_014,Mahim Jn,MM,Western,06:36,11,3
WR_014,Bandra,B/BA,Western,06:40,12,4
WR_014,Khar Road,KHAR,Western,06:43,13,1
WR_014,Santacruz,STC,Western,06:45,14,1
WR_014,Vile Parle,VLP,Western,06:48,15,1
WR_014,Andheri,A/AD/ADH,Western,06:53,16,8
WR_014,Jogeshwari,JOS,Western,06:56,17,2
WR_014,Ram Mandir,RMAR,Western,06:59,18,2
WR_014,Goregaon,GMN,Western,07:01,19,1
WR_014,Malad,MDD,Western,07:05,20,3
WR_014,Kandivali,KLE,Western,07:08,21,1
WR_014,Borivali,BO/BVI,Western,07:14,22,3
WR_014,Dahisar,DIC,Western,07:19,23,1
WR_014,Mira Road,MIRA,Western,07:24,24,3
WR_014,Bhayander,BY,Western,07:29,25,3
WR_014,Naigaon,NIG,Western,07:35,26,1
WR_014,Vasai Road,BSR/BS,Western,07:40,27,2
WR_014,Nalla Sopara,NSP,Western,07:45,28,2
WR_014,Virar,VR,Western,07:51,29,3
WR_014,Vaitarna,VTN,Western,08:00,30,6
WR_014,Saphale,SAH,Western,08:08,31,7
WR_014,Kelve Road,KLV,Western,08:16,32,10
WR_014,Palghar,PLG,Western,08:31,33,11
WR_014,Umroli Road,UOI,Western,08:37,34,10
WR_014,Boisar,BOR,Western,08:43,35,9
WR_014,Vangaon,VGN,Western,08:52,36,12
WR_014,Dahanu Road,DRD,Western,09:05,37,8
WR_015,Churchgate,CCG,Western,06:20,1,3
